ride_id,timestamp,origin_lat,origin_lon,dest_lat,dest_lon,vehicle_type,trip_distance,trip_duration,fare,hour,day_of_week,is_rush_hour
R002399,2024-01-16 06:08:51,40.670697,-74.046704,40.738844,-74.003023,economy,8.42,15.82,17.45,6,1,0
R002400,2024-01-05 19:28:04,40.690778,-73.993548,40.745126,-73.968471,economy,6.4,33.54,30.41,19,4,1
R002401,2024-01-25 10:29:10,40.742774,-74.002614,40.714317,-73.969542,economy,4.22,8.54,9.36,10,3,0
R002402,2024-01-02 00:49:01,40.743622,-74.040997,40.73932,-74.034532,suv,0.72,1.0,6.21,0,1,0
R002403,2024-01-24 00:05:20,40.732197,-73.997936,40.693084,-74.01882,economy,4.69,7.16,8.16,0,2,0
R002404,2024-01-26 03:28:50,40.714534,-74.005472,40.673403,-73.968009,economy,5.56,7.87,8.62,3,4,0
R002405,2024-01-21 23:38:01,40.740121,-74.031609,40.715264,-74.029338,economy,2.77,4.03,6.06,23,6,0
R002406,2024-01-22 03:50:58,40.744838,-73.97049,40.729351,-74.031677,economy,5.44,5.96,9.05,3,0,0
R002407,2024-01-03 17:52:09,40.726131,-73.969254,40.705301,-74.022703,economy,5.07,17.9,18.81,17,2,1
R002408,2024-01-16 16:58:49,40.687785,-74.029989,40.712288,-73.99804,economy,3.83,8.65,8.93,16,1,0
R002409,2024-01-20 01:20:24,40.746839,-73.965008,40.720325,-74.047167,economy,7.52,9.58,11.28,1,5,0
R002410,2024-01-02 19:03:00,40.680708,-74.035903,40.671902,-73.969806,economy,5.66,26.84,26.51,19,1,1
R002411,2024-01-21 10:05:23,40.74233,-73.979761,40.690863,-74.026414,economy,6.94,13.44,14.99,10,6,0
R002412,2024-01-19 03:15:26,40.728584,-74.030369,40.749327,-74.017436,suv,2.55,3.28,10.43,3,4,0
R002413,2024-01-12 21:03:23,40.685432,-74.026908,40.714769,-73.97743,economy,5.3,10.73,11.2,21,4,0
R002414,2024-01-02 17:45:02,40.686161,-74.040138,40.683654,-74.025892,economy,1.23,4.72,8.13,17,1,1
R002415,2024-01-20 19:35:29,40.677404,-74.0015,40.721027,-74.048391,economy,6.26,27.99,27.96,19,5,1
R002416,2024-01-20 20:54:59,40.732808,-74.039193,40.741338,-73.986416,economy,4.55,9.59,11.23,20,5,0
R002417,2024-01-02 03:55:25,40.74,-73.985622,40.697295,-74.017164,sedan,5.44,6.63,12.8,3,1,0
R002418,2024-01-09 20:46:16,40.731361,-73.961548,40.729679,-74.047907,sedan,7.28,11.8,22.2,20,1,0
R002419,2024-01-16 15:56:59,40.678486,-74.028674,40.685375,-74.034182,sedan,0.9,1.77,5.42,15,1,0
R002420,2024-01-03 12:17:15,40.729858,-73.98646,40.70103,-73.986541,sedan,3.21,5.87,11.79,12,2,0
R002421,2024-01-10 23:10:33,40.669235,-73.974226,40.71469,-73.995083,sedan,5.35,6.33,12.0,23,2,0
R002422,2024-01-14 09:10:01,40.694079,-73.985129,40.713169,-73.977879,economy,2.21,8.4,10.73,9,6,1
R002423,2024-01-24 23:54:33,40.716348,-74.012542,40.723077,-74.033825,economy,1.94,2.5,4.3,23,2,0
R002424,2024-01-28 01:52:24,40.700244,-73.969077,40.727817,-74.029672,sedan,5.96,7.01,13.21,1,6,0
R002425,2024-01-28 01:11:25,40.751984,-73.973367,40.693499,-74.036865,economy,8.42,9.37,11.89,1,6,0
R002426,2024-01-18 21:11:18,40.729998,-73.991877,40.748585,-74.047585,economy,5.13,10.39,11.98,21,3,0
R002427,2024-01-10 13:50:17,40.752552,-74.033031,40.671463,-74.007061,suv,9.28,13.98,34.18,13,2,0
R002428,2024-01-17 16:58:58,40.682938,-74.02367,40.733889,-73.985569,economy,6.51,14.01,14.42,16,2,0
R002429,2024-01-18 22:32:33,40.72019,-74.039736,40.680263,-74.021041,economy,4.71,9.26,10.25,22,3,0
R002430,2024-01-27 22:03:43,40.690046,-74.027692,40.733015,-73.985663,suv,5.95,10.76,22.41,22,5,0
R002431,2024-01-10 07:13:58,40.721854,-74.036781,40.754046,-74.043515,suv,3.62,12.5,26.49,7,2,1
R002432,2024-01-04 12:46:14,40.75584,-74.00859,40.682447,-74.032812,economy,8.41,19.15,18.85,12,3,0
R002433,2024-01-23 19:29:33,40.734394,-73.991436,40.742255,-73.989313,economy,0.89,3.01,6.78,19,1,1
R002434,2024-01-02 19:12:15,40.73475,-74.008391,40.694331,-73.978825,economy,5.14,21.32,22.78,19,1,1
R002435,2024-01-07 04:25:41,40.690072,-74.031094,40.6996,-73.982141,suv,4.26,5.75,14.29,4,6,0
R002436,2024-01-24 02:05:58,40.738998,-74.019057,40.753672,-73.974434,economy,4.1,5.13,6.82,2,2,0
R002437,2024-01-11 12:06:29,40.747897,-73.963959,40.67414,-74.008583,sedan,9.02,14.1,25.51,12,3,0
R002438,2024-01-24 16:57:00,40.680275,-74.03104,40.74307,-73.988703,suv,7.84,13.61,32.06,16,2,0
R002439,2024-01-01 18:06:21,40.740965,-73.989931,40.687164,-74.021118,sedan,6.53,17.84,31.82,18,0,1
R002440,2024-01-17 00:15:44,40.698619,-73.979352,40.751342,-73.979272,economy,5.86,7.46,9.54,0,2,0
R002441,2024-01-24 09:52:38,40.694681,-73.982385,40.73148,-73.98494,suv,4.1,12.45,26.43,9,2,1
R002442,2024-01-22 06:25:23,40.71,-74.049039,40.729511,-73.985797,economy,5.75,11.91,13.24,6,0,0
R002443,2024-01-20 02:51:07,40.727326,-74.021761,40.714268,-74.010965,sedan,1.71,2.25,5.86,2,5,0
R002444,2024-01-04 17:18:14,40.704165,-73.981315,40.733112,-73.989302,sedan,3.29,14.87,24.6,17,3,1
R002445,2024-01-25 13:12:10,40.687174,-73.986317,40.688518,-74.030066,sedan,3.69,6.85,12.98,13,3,0
R002446,2024-01-17 04:04:15,40.715156,-74.038664,40.693553,-73.980244,economy,5.48,7.01,8.96,4,2,0
R002447,2024-01-09 01:44:47,40.710045,-73.967035,40.695846,-73.979984,suv,1.92,2.7,8.42,1,1,0
R002448,2024-01-02 11:40:01,40.748323,-74.048037,40.699103,-73.974412,suv,8.27,16.4,33.98,11,1,0
R002449,2024-01-14 13:50:47,40.735999,-73.988738,40.691568,-74.03612,economy,6.35,10.73,14.01,13,6,0
R002450,2024-01-28 00:02:12,40.719122,-74.029701,40.68604,-74.030981,economy,3.68,5.33,6.88,0,6,0
R002451,2024-01-13 19:05:52,40.708994,-73.993146,40.695001,-74.024238,sedan,3.05,9.76,20.11,19,5,1
R002452,2024-01-03 10:47:13,40.690629,-74.025821,40.675867,-73.989526,economy,3.47,6.37,8.9,10,2,0
R002453,2024-01-11 11:03:52,40.69786,-74.047777,40.742631,-73.974535,economy,7.93,13.59,17.13,11,3,0
R002454,2024-01-04 15:40:54,40.674713,-73.983225,40.733187,-73.968866,sedan,6.61,12.21,20.83,15,3,0
R002455,2024-01-05 19:13:33,40.734936,-73.994238,40.717185,-74.027661,suv,3.44,12.59,29.13,19,4,1
R002456,2024-01-01 16:28:49,40.714116,-74.034308,40.688544,-74.033576,economy,2.84,5.95,7.51,16,0,0
R002457,2024-01-07 07:41:23,40.711393,-73.999352,40.730624,-73.995374,sedan,2.16,7.53,13.28,7,6,1
R002458,2024-01-15 22:44:01,40.737114,-74.030932,40.715898,-74.032874,suv,2.36,5.22,13.91,22,0,0
R002459,2024-01-19 22:04:51,40.690989,-74.02165,40.730785,-73.96473,sedan,6.53,13.1,21.73,22,4,0
R002460,2024-01-15 08:37:51,40.699998,-73.976481,40.733764,-74.029925,sedan,5.86,16.27,26.24,8,0,1
R002461,2024-01-13 21:18:53,40.713319,-74.009985,40.757545,-73.995991,sedan,5.06,8.11,16.73,21,5,0
R002462,2024-01-24 21:43:48,40.742639,-73.995642,40.730529,-74.024501,suv,2.78,6.31,15.68,21,2,0
R002463,2024-01-10 04:34:50,40.701752,-73.980152,40.748645,-73.963611,sedan,5.4,6.14,13.01,4,2,0
R002464,2024-01-05 10:36:06,40.71527,-74.038089,40.668178,-74.034076,sedan,5.25,7.4,15.35,10,4,0
R002465,2024-01-28 06:11:56,40.69101,-74.023473,40.755577,-73.993219,sedan,7.62,10.6,21.05,6,6,0
R002466,2024-01-08 09:49:09,40.687809,-74.031837,40.704627,-73.961739,sedan,6.2,20.27,28.32,9,0,1
R002467,2024-01-02 13:39:44,40.694777,-73.991435,40.731329,-73.996439,economy,4.09,8.24,9.41,13,1,0
R002468,2024-01-14 00:41:28,40.688323,-74.026723,40.69616,-74.023514,sedan,0.91,1.0,4.15,0,6,0
R002469,2024-01-08 10:42:42,40.676639,-74.003853,40.672958,-74.019252,suv,1.36,2.74,10.03,10,0,0
R002470,2024-01-17 04:42:57,40.735371,-74.038052,40.719278,-74.034976,sedan,1.81,1.97,6.49,4,2,0
R002471,2024-01-29 11:26:56,40.679725,-73.973415,40.723061,-74.019075,suv,6.17,11.61,25.58,11,0,0
R002472,2024-01-19 19:27:21,40.688635,-74.022333,40.755249,-74.038719,sedan,7.53,29.36,43.89,19,4,1
R002473,2024-01-18 21:09:27,40.715099,-74.042804,40.706884,-73.974262,sedan,5.85,10.94,19.14,21,3,0
R002474,2024-01-12 13:40:04,40.73717,-73.99129,40.695517,-73.987775,sedan,4.64,8.01,14.44,13,4,0
R002475,2024-01-04 21:53:43,40.695927,-74.030715,40.713323,-73.996452,sedan,3.48,6.17,11.48,21,3,0
R002476,2024-01-11 18:21:59,40.706196,-74.020865,40.694991,-74.024329,sedan,1.28,4.65,11.92,18,3,1
R002477,2024-01-13 17:09:15,40.736235,-74.015985,40.748684,-74.03505,economy,2.12,8.86,10.52,17,5,1
R002478,2024-01-29 01:54:01,40.696529,-74.012819,40.693616,-74.026124,economy,1.17,1.27,3.49,1,0,0
R002479,2024-01-22 16:27:38,40.695114,-73.988419,40.74119,-73.990464,economy,5.13,9.95,11.4,16,0,0
R002480,2024-01-25 12:32:12,40.680234,-74.032523,40.703057,-73.979583,economy,5.13,10.29,10.55,12,3,0
R002481,2024-01-27 00:03:04,40.72621,-73.987951,40.732483,-74.00176,economy,1.36,2.15,3.78,0,5,0
R002482,2024-01-10 20:38:04,40.689715,-73.971514,40.708074,-73.975255,economy,2.07,4.2,6.3,20,2,0
R002483,2024-01-06 20:33:12,40.721941,-73.983213,40.706799,-74.001736,sedan,2.3,4.12,9.04,20,5,0
R002484,2024-01-21 04:03:46,40.731582,-74.028268,40.697964,-73.973322,economy,5.95,9.82,10.11,4,6,0
R002485,2024-01-20 09:25:10,40.71016,-73.981157,40.7486,-74.014869,sedan,5.13,15.28,24.61,9,5,1
R002486,2024-01-25 13:42:08,40.713173,-73.978619,40.724325,-73.989163,sedan,1.53,2.43,7.53,13,3,0
R002487,2024-01-16 23:40:52,40.733773,-73.996077,40.737338,-73.985549,suv,0.97,1.19,6.68,23,1,0
R002488,2024-01-19 22:59:38,40.732642,-74.039443,40.68354,-74.024519,economy,5.6,12.01,13.41,22,4,0
R002489,2024-01-15 07:05:59,40.717991,-74.033827,40.684372,-74.033445,economy,3.74,12.21,13.32,7,0,1
R002490,2024-01-30 12:06:29,40.740282,-73.993559,40.725434,-73.98924,economy,1.69,2.98,5.59,12,1,0
R002491,2024-01-29 05:43:06,40.684686,-74.031257,40.736798,-73.993935,economy,6.59,12.77,12.66,5,0,0
R002492,2024-01-14 07:52:32,40.754712,-74.029205,40.702533,-73.976895,economy,7.29,26.25,22.95,7,6,1
R002493,2024-01-19 11:24:07,40.703847,-73.984331,40.720533,-74.02444,economy,3.86,7.17,9.62,11,4,0
R002494,2024-01-19 01:46:10,40.735626,-73.973116,40.68921,-74.024118,suv,6.72,9.06,21.0,1,4,0
R002495,2024-01-10 16:02:52,40.730356,-74.042563,40.737907,-73.986888,economy,4.77,10.2,11.91,16,2,0
R002496,2024-01-07 21:16:53,40.697337,-73.990345,40.677739,-74.008557,suv,2.67,4.63,13.11,21,6,0
R002497,2024-01-29 14:47:50,40.682434,-74.030295,40.674691,-73.968209,suv,5.31,7.58,22.83,14,0,0
R002498,2024-01-03 00:53:10,40.715953,-73.994454,40.750769,-74.034918,suv,5.16,6.63,16.92,0,2,0
R002499,2024-01-19 17:52:11,40.685695,-74.02555,40.697615,-73.985205,economy,3.65,17.06,16.66,17,4,1
R002500,2024-01-18 10:47:53,40.707296,-73.966933,40.715927,-73.988565,sedan,2.06,3.4,8.46,10,3,0
R002501,2024-01-08 13:55:52,40.688,-74.031714,40.696706,-74.012914,sedan,1.86,2.89,8.04,13,0,0
R002502,2024-01-06 17:43:20,40.696465,-74.003523,40.697114,-73.978183,suv,2.14,7.88,20.75,17,5,1
R002503,2024-01-01 15:50:44,40.680917,-74.030301,40.723428,-74.044932,economy,4.89,12.03,11.52,15,0,0
R002504,2024-01-22 03:29:30,40.705767,-74.049279,40.756497,-74.01796,suv,6.23,7.61,20.57,3,0,0
R002505,2024-01-08 12:33:49,40.710552,-74.016038,40.698629,-74.049033,economy,3.08,6.67,8.08,12,0,0
R002506,2024-01-25 00:24:34,40.683696,-74.023796,40.727332,-74.034947,economy,4.94,6.36,8.46,0,3,0
R002507,2024-01-06 02:25:43,40.745905,-74.023861,40.730216,-74.049028,sedan,2.75,3.33,7.14,2,5,0
R002508,2024-01-15 03:43:16,40.710993,-73.996576,40.736532,-73.991177,sedan,2.88,3.17,7.59,3,0,0
R002509,2024-01-25 05:04:36,40.705728,-73.97622,40.713299,-73.988519,sedan,1.34,2.36,6.75,5,3,0
R002510,2024-01-02 17:37:34,40.680402,-74.014927,40.69822,-73.984946,sedan,3.21,11.5,21.0,17,1,1
R002511,2024-01-18 09:50:34,40.73434,-74.002301,40.751736,-74.007941,economy,1.99,8.64,10.36,9,3,1
R002512,2024-01-30 01:54:21,40.704698,-73.975537,40.684466,-74.001064,sedan,3.11,3.92,8.66,1,1,0
R002513,2024-01-08 21:53:34,40.747353,-74.005213,40.725685,-74.015519,sedan,2.56,4.79,9.99,21,0,0
R002514,2024-01-09 16:18:41,40.722056,-74.033597,40.714478,-73.980881,sedan,4.52,7.86,14.8,16,1,0
R002515,2024-01-18 20:04:41,40.73171,-74.037844,40.739133,-74.006531,sedan,2.76,4.81,10.99,20,3,0
R002516,2024-01-15 01:44:41,40.704849,-74.041296,40.695222,-74.029382,economy,1.47,2.02,3.94,1,0,0
R002517,2024-01-18 12:28:24,40.699771,-74.037144,40.729965,-73.964583,suv,6.98,14.76,32.12,12,3,0
R002518,2024-01-06 00:59:39,40.717614,-74.043039,40.736171,-73.983418,suv,5.43,7.64,18.18,0,5,0
R002519,2024-01-03 23:40:42,40.738356,-73.980718,40.751247,-73.961906,sedan,2.14,2.33,6.69,23,2,0
R002520,2024-01-13 17:09:54,40.709122,-73.980116,40.670295,-74.04588,sedan,7.03,24.41,38.4,17,5,1
R002521,2024-01-23 04:53:53,40.676231,-74.025897,40.677306,-73.985098,sedan,3.44,3.65,8.53,4,1,0
R002522,2024-01-26 20:34:20,40.726509,-74.000689,40.694712,-74.032722,sedan,4.45,8.28,14.33,20,4,0
R002523,2024-01-26 07:23:03,40.688439,-74.036705,40.73822,-73.98729,sedan,6.93,21.17,31.64,7,4,1
R002524,2024-01-28 11:48:24,40.725121,-74.03316,40.697253,-73.991762,sedan,4.67,8.02,14.3,11,6,0
R002525,2024-01-01 21:07:10,40.687545,-74.027131,40.674536,-74.008237,economy,2.15,3.66,5.53,21,0,0
R002526,2024-01-12 08:16:11,40.67188,-74.018455,40.69442,-73.974387,economy,4.48,14.75,17.13,8,4,1
R002527,2024-01-12 19:18:11,40.705892,-74.00025,40.753361,-74.041203,economy,6.31,25.46,26.03,19,4,1
R002528,2024-01-18 23:36:54,40.683241,-73.988223,40.725847,-74.000993,economy,4.86,7.42,8.58,23,3,0
R002529,2024-01-07 17:57:59,40.734968,-74.006281,40.708541,-73.983934,economy,3.49,11.17,13.48,17,6,1
R002530,2024-01-03 21:43:58,40.729409,-74.036235,40.692885,-74.003962,suv,4.89,8.47,21.14,21,2,0
R002531,2024-01-06 10:24:10,40.754047,-73.974079,40.688839,-74.027993,suv,8.56,14.38,32.26,10,5,0
R002532,2024-01-08 10:33:38,40.71891,-73.975839,40.690861,-74.030494,suv,5.56,7.35,21.99,10,0,0
R002533,2024-01-17 03:35:45,40.718467,-74.034255,40.714229,-73.977524,sedan,4.8,7.34,12.41,3,2,0
R002534,2024-01-13 17:20:01,40.669485,-73.98699,40.731915,-74.040608,sedan,8.28,33.46,52.05,17,5,1
R002535,2024-01-10 08:14:00,40.729923,-73.989734,40.724185,-74.025732,suv,3.1,12.09,24.48,8,2,1
R002536,2024-01-27 18:04:59,40.731308,-74.040299,40.721007,-73.96378,sedan,6.55,22.86,36.33,18,5,1
R002537,2024-01-06 01:12:33,40.731029,-73.98134,40.682884,-74.031053,economy,6.8,9.28,11.15,1,5,0
R002538,2024-01-02 02:53:23,40.72354,-74.039216,40.725557,-73.972275,economy,5.65,7.65,9.36,2,1,0
R002539,2024-01-11 06:06:13,40.702096,-73.98129,40.689813,-74.026352,sedan,4.04,7.22,13.21,6,3,0
R002540,2024-01-16 23:54:33,40.698352,-73.975461,40.693814,-74.019382,economy,3.74,4.56,6.29,23,1,0
R002541,2024-01-01 19:17:54,40.735777,-73.998029,40.731311,-73.987909,economy,0.99,4.11,7.23,19,0,1
R002542,2024-01-12 05:29:24,40.73456,-73.967225,40.682697,-74.038017,economy,8.3,20.31,19.3,5,4,0
R002543,2024-01-19 16:30:35,40.700203,-74.028485,40.684034,-74.007835,economy,2.5,4.6,7.54,16,4,0
R002544,2024-01-12 04:15:54,40.72895,-74.010393,40.697824,-74.023676,sedan,3.64,4.22,9.36,4,4,0
R002545,2024-01-13 05:56:08,40.727967,-73.97494,40.699716,-74.046857,suv,6.83,12.39,26.97,5,5,0
R002546,2024-01-25 13:26:03,40.73427,-74.024548,40.719523,-74.0136,sedan,1.88,3.11,7.82,13,3,0
R002547,2024-01-14 14:34:28,40.691499,-74.018574,40.728388,-74.033491,sedan,4.29,8.15,13.24,14,6,0
R002548,2024-01-24 21:17:34,40.683158,-74.022976,40.669624,-73.981855,economy,3.78,8.49,9.4,21,2,0
R002549,2024-01-12 10:50:45,40.731554,-73.976413,40.683488,-74.028935,economy,6.94,15.68,14.93,10,4,0
R002550,2024-01-20 03:05:51,40.674818,-73.999939,40.706417,-74.049415,economy,5.45,7.04,8.5,3,5,0
R002551,2024-01-30 00:56:02,40.724231,-74.040224,40.683747,-74.030695,sedan,4.57,5.44,11.65,0,1,0
R002552,2024-01-29 07:04:15,40.740333,-73.99463,40.749665,-74.048747,suv,4.68,19.17,32.44,7,0,1
R002553,2024-01-03 06:00:20,40.738218,-73.994608,40.755233,-73.966092,sedan,3.06,4.79,10.51,6,2,0
R002554,2024-01-14 17:47:11,40.753974,-74.009723,40.726149,-74.04072,suv,4.05,13.68,31.43,17,6,1
R002555,2024-01-17 19:24:24,40.746932,-74.036377,40.673595,-74.026773,economy,8.19,29.66,32.28,19,2,1
R002556,2024-01-16 22:59:14,40.710244,-73.99454,40.744186,-74.030312,sedan,4.83,7.82,15.83,22,1,0
R002557,2024-01-24 09:41:26,40.729207,-73.981839,40.689524,-74.0291,suv,5.94,18.88,37.12,9,2,1
R002558,2024-01-10 06:04:33,40.694664,-74.032344,40.68886,-74.03447,sedan,0.67,1.15,5.09,6,2,0
R002559,2024-01-04 23:08:12,40.706378,-74.029952,40.687302,-74.02914,suv,2.12,2.98,9.87,23,3,0
R002560,2024-01-21 00:40:19,40.745272,-74.050138,40.732408,-73.989847,suv,5.28,5.43,16.37,0,6,0
R002561,2024-01-17 07:26:16,40.699818,-73.975195,40.694114,-73.969612,economy,0.79,3.36,5.93,7,2,1
R002562,2024-01-18 05:49:30,40.704407,-74.001706,40.752632,-74.036022,sedan,6.09,9.62,17.88,5,3,0
R002563,2024-01-06 05:57:22,40.739099,-74.045416,40.72162,-74.03845,sedan,2.03,2.59,8.35,5,5,0
R002564,2024-01-09 15:08:24,40.735518,-73.982991,40.728858,-73.995351,sedan,1.28,1.6,6.35,15,1,0
R002565,2024-01-25 21:47:29,40.692306,-74.029059,40.711132,-73.992064,economy,3.76,7.62,8.66,21,3,0
R002566,2024-01-18 05:45:28,40.696418,-74.003623,40.738074,-73.981798,economy,4.98,11.32,11.27,5,3,0
R002567,2024-01-15 21:13:12,40.752516,-73.99469,40.681157,-73.989826,economy,7.95,12.09,15.93,21,0,0
R002568,2024-01-19 20:37:11,40.672931,-74.016729,40.749089,-74.049112,economy,8.9,19.15,18.88,20,4,0
R002569,2024-01-06 04:36:36,40.703336,-74.012464,40.692155,-73.969035,suv,3.87,5.44,14.04,4,5,0
R002570,2024-01-04 23:27:51,40.731892,-73.992237,40.701121,-73.978213,economy,3.62,5.36,6.64,23,3,0
R002571,2024-01-18 04:15:57,40.732501,-74.032289,40.700892,-73.980621,economy,5.6,8.66,9.3,4,3,0
R002572,2024-01-19 17:13:20,40.735743,-74.004456,40.692586,-73.979984,economy,5.22,21.81,23.56,17,4,1
R002573,2024-01-24 20:29:47,40.726882,-74.009043,40.754601,-73.971887,economy,4.39,7.65,10.8,20,2,0
R002574,2024-01-13 09:15:01,40.723422,-73.99921,40.714859,-74.040344,sedan,3.6,12.75,17.75,9,5,1
R002575,2024-01-25 15:39:45,40.706332,-74.027278,40.69876,-73.973039,sedan,4.65,7.82,14.54,15,3,0
R002576,2024-01-28 18:28:00,40.689357,-74.023652,40.696892,-73.966564,economy,4.89,15.72,18.72,18,6,1
R002577,2024-01-11 07:42:57,40.716318,-73.97929,40.743619,-74.014889,suv,4.27,12.78,28.35,7,3,1
R002578,2024-01-24 03:13:31,40.672079,-73.993291,40.673599,-73.984955,economy,0.72,1.0,2.96,3,2,0
R002579,2024-01-18 16:15:08,40.726158,-73.990172,40.729671,-74.037405,economy,4.0,7.06,9.36,16,3,0
R002580,2024-01-26 23:55:03,40.732945,-74.034191,40.73206,-73.982451,economy,4.36,6.81,7.76,23,4,0
R002581,2024-01-18 15:38:51,40.731574,-74.048038,40.694456,-73.972617,sedan,7.58,13.04,21.95,15,3,0
R002582,2024-01-17 18:28:22,40.733304,-73.995033,40.736248,-73.985688,sedan,0.85,3.19,9.73,18,2,1
R002583,2024-01-29 11:42:32,40.682104,-74.017495,40.710272,-73.986495,economy,4.08,7.86,10.05,11,0,0
R002584,2024-01-02 01:12:01,40.725554,-74.03701,40.69155,-73.979471,sedan,6.15,7.79,14.66,1,1,0
R002585,2024-01-27 18:54:50,40.686524,-73.972147,40.73777,-73.990671,economy,5.91,22.53,24.3,18,5,1
R002586,2024-01-28 05:13:55,40.710638,-74.026715,40.732171,-73.96486,suv,5.74,11.5,25.51,5,6,0
R002587,2024-01-01 04:41:36,40.730403,-74.037315,40.743674,-73.987021,economy,4.49,7.75,8.23,4,0,0
R002588,2024-01-07 15:17:41,40.730846,-74.028222,40.740662,-73.965471,economy,5.4,12.81,12.62,15,6,0
R002589,2024-01-27 06:58:00,40.734132,-73.991398,40.71704,-73.971652,economy,2.53,4.7,6.91,6,5,0
R002590,2024-01-22 18:31:05,40.74381,-73.990342,40.69947,-73.9829,economy,4.97,20.98,23.09,18,0,1
R002591,2024-01-05 23:09:07,40.734698,-73.995181,40.747818,-74.012702,suv,2.08,2.35,8.14,23,4,0
R002592,2024-01-15 13:29:48,40.675204,-73.970718,40.74034,-73.988443,economy,7.4,15.69,15.21,13,0,0
R002593,2024-01-13 12:06:08,40.726276,-73.969891,40.724878,-73.983879,economy,1.19,2.42,4.56,12,5,0
R002594,2024-01-24 10:42:47,40.697338,-74.0089,40.729156,-73.96894,suv,4.88,8.98,23.09,10,2,0
R002595,2024-01-07 19:47:46,40.715881,-74.038984,40.701318,-74.041006,economy,1.63,6.56,9.84,19,6,1
R002596,2024-01-11 06:34:00,40.679303,-74.019247,40.717034,-74.00304,suv,4.41,8.39,19.46,6,3,0
R002597,2024-01-26 09:49:33,40.730177,-74.043234,40.731126,-73.994481,economy,4.11,13.08,14.55,9,4,1
R002598,2024-01-26 17:43:25,40.713347,-74.043331,40.722936,-74.039107,suv,1.12,4.06,14.59,17,4,1
R002599,2024-01-19 21:20:08,40.726849,-74.036742,40.736924,-73.988071,sedan,4.25,7.7,15.22,21,4,0
R002600,2024-01-19 06:44:54,40.717203,-74.038366,40.729599,-73.961455,sedan,6.63,13.36,20.51,6,4,0
R002601,2024-01-03 23:47:41,40.673724,-74.027015,40.704728,-74.005584,sedan,3.89,5.29,9.74,23,2,0
R002602,2024-01-12 04:49:44,40.746484,-73.97154,40.688293,-73.970368,sedan,6.47,6.77,13.52,4,4,0
R002603,2024-01-08 14:07:09,40.693125,-73.975572,40.672567,-74.017374,sedan,4.2,6.53,14.49,14,0,0
R002604,2024-01-18 11:24:19,40.72446,-73.991589,40.735262,-73.989551,economy,1.21,2.13,4.54,11,3,0
R002605,2024-01-03 23:49:09,40.694381,-73.990128,40.73205,-74.049819,economy,6.55,10.13,10.34,23,2,0
R002606,2024-01-12 19:10:30,40.70378,-73.976591,40.690584,-74.022936,sedan,4.17,13.43,26.86,19,4,1
R002607,2024-01-02 14:46:46,40.756324,-73.999783,40.686049,-74.024647,suv,8.09,15.89,33.53,14,1,0
R002608,2024-01-01 13:14:08,40.718853,-74.043192,40.727217,-74.021306,suv,2.07,3.64,11.78,13,0,0
R002609,2024-01-04 10:20:16,40.673712,-73.982995,40.740052,-73.996611,economy,7.47,13.85,15.01,10,3,0
R002610,2024-01-23 09:02:15,40.74089,-73.981033,40.728162,-74.010578,economy,2.86,10.58,12.35,9,1,1
R002611,2024-01-16 18:58:49,40.756918,-73.977257,40.722272,-74.03734,sedan,6.36,25.44,38.7,18,1,1
R002612,2024-01-12 14:37:43,40.71733,-73.980248,40.718558,-74.038917,economy,4.95,9.99,11.08,14,4,0
R002613,2024-01-06 07:16:30,40.729774,-74.021647,40.720076,-74.035309,economy,1.58,5.85,7.76,7,5,1
R002614,2024-01-01 03:02:35,40.740054,-73.996586,40.742655,-73.974264,sedan,1.9,2.27,5.86,3,0,0
R002615,2024-01-02 06:01:51,40.733853,-73.981342,40.738421,-74.030465,sedan,4.17,7.42,13.08,6,1,0
R002616,2024-01-04 14:25:17,40.734498,-74.022277,40.689347,-74.028822,economy,5.05,9.23,11.04,14,3,0
R002617,2024-01-02 17:00:33,40.720578,-74.04023,40.721141,-74.018744,economy,1.81,7.95,9.91,17,1,1
R002618,2024-01-01 23:06:21,40.676666,-74.000541,40.67859,-74.031955,economy,2.66,3.56,5.95,23,0,0
R002619,2024-01-02 13:28:06,40.695598,-73.985041,40.736728,-74.023482,economy,5.6,9.36,11.57,13,1,0
R002620,2024-01-02 09:23:33,40.67502,-73.966451,40.717169,-73.980095,economy,4.83,17.71,19.57,9,1,1
R002621,2024-01-13 05:07:45,40.734032,-73.994541,40.681783,-74.013706,economy,6.03,13.58,14.21,5,5,0
R002622,2024-01-18 16:43:22,40.729454,-73.990562,40.681214,-74.019848,sedan,5.9,10.07,17.36,16,3,0
R002623,2024-01-16 00:13:07,40.744903,-74.001322,40.686959,-74.02525,sedan,6.75,8.03,15.7,0,1,0
R002624,2024-01-06 14:59:16,40.701271,-74.009505,40.742911,-73.991647,economy,4.87,10.17,11.03,14,5,0
R002625,2024-01-05 02:22:37,40.682125,-74.023528,40.683166,-73.972671,sedan,4.29,6.09,10.41,2,4,0
R002626,2024-01-16 00:02:03,40.713166,-73.985538,40.710932,-74.025136,economy,3.35,5.14,6.33,0,1,0
R002627,2024-01-10 10:40:37,40.725426,-73.991823,40.751914,-73.979306,economy,3.13,5.72,8.17,10,2,0
R002628,2024-01-19 15:42:29,40.726667,-74.041281,40.719271,-74.032217,sedan,1.12,1.76,5.89,15,4,0
